date,usd_per_eur,usd_per_gbp,usd_per_jpy
1971-03-10,,2.4192,0.0027964987835230296
1971-03-11,,2.4188,0.0027967334153708467
1971-03-12,,2.4193,0.0027965769897645284
1971-03-15,,2.4193,0.002796889858477373
1971-03-16,,2.4183,0.0027972810428263726
1971-03-17,,2.4194,0.002796968086594132
1971-03-18,,2.419,0.0027967334153708467
1971-03-19,,2.419,0.0027967334153708467
1971-03-22,,2.4193,0.0027976723366159354
1971-03-23,,2.4193,0.002796968086594132
1971-03-24,,2.4194,0.002796968086594132
1971-03-25,,2.4185,0.0027974375472067585
1971-03-26,,2.4188,0.0027974375472067585
1971-03-29,,2.4194,0.0027976723366159354
1971-03-30,,2.4181,0.0027972810428263726
1971-03-31,,2.4168,0.0027978288847854064
1971-04-01,,2.4147,0.0027972810428263726
1971-04-02,,2.4125,0.002796968086594132
1971-04-05,,2.4161,0.002797202797202797
1971-04-06,,2.4189,0.002797515805964304
1971-04-07,,2.417,0.0027968116347364003
1971-04-08,,2.4167,0.0027968116347364003
1971-04-09,,2.4167,0.002797202797202797
1971-04-12,,2.4169,0.002797202797202797
1971-04-13,,2.4167,0.0027962641910407697
1971-04-14,,2.418,0.0027965769897645284
1971-04-15,,2.4187,0.002797202797202797
1971-04-16,,2.4186,0.002796889858477373
1971-04-19,,2.4193,0.0027972810428263726
1971-04-20,,2.4193,0.0027972810428263726
1971-04-21,,2.4196,0.0027972810428263726
1971-04-22,,2.4187,0.0027972810428263726
1971-04-23,,2.4189,0.0027972810428263726
1971-04-26,,2.4188,0.002797202797202797
1971-04-27,,2.419,0.0027972810428263726
1971-04-28,,2.4195,0.002797202797202797
1971-04-29,,2.4192,0.0027979071654402506
